DISTRICT,OFFICE,PRECINCT,COUNTY,STATE,DEM,REP
D7,U.S. Representative District 7,10,45,MN,23,23
D7,U.S. Representative District 7,10,47,MN,10,9
D7,U.S. Representative District 7,10,51,MN,55,46
D7,U.S. Representative District 7,10,54,MN,223,125
D7,U.S. Representative District 7,10,56,MN,157,134
D7,U.S. Representative District 7,10,57,MN,8,18
D7,U.S. Representative District 7,10,59,MN,21,41
D7,U.S. Representative District 7,10,60,MN,30,19
D7,U.S. Representative District 7,10,61,MN,36,34
D7,U.S. Representative District 7,10,63,MN,15,10
D7,U.S. Representative District 7,10,64,MN,20,69
D7,U.S. Representative District 7,10,65,MN,45,36
D7,U.S. Representative District 7,10,68,MN,39,29
D7,U.S. Representative District 7,10,72,MN,387,483
D7,U.S. Representative District 7,10,73,MN,129,283
D7,U.S. Representative District 7,10,75,MN,26,43
D7,U.S. Representative District 7,10,76,MN,54,56
D7,U.S. Representative District 7,10,77,MN,76,95
D7,U.S. Representative District 7,10,78,MN,107,53
D7,U.S. Representative District 7,10,84,MN,12,16
D7,U.S. Representative District 7,10,87,MN,358,286
D7,U.S. Representative District 7,15,3,MN,139,164
D7,U.S. Representative District 7,15,4,MN,690,606
D7,U.S. Representative District 7,15,6,MN,29,17
D7,U.S. Representative District 7,15,12,MN,65,39
D7,U.S. Representative District 7,15,14,MN,222,127
D7,U.S. Representative District 7,15,15,MN,88,116
D7,U.S. Representative District 7,15,17,MN,54,40
D7,U.S. Representative District 7,15,21,MN,626,600
D7,U.S. Representative District 7,15,26,MN,37,20
D7,U.S. Representative District 7,15,34,MN,37,53
D7,U.S. Representative District 7,15,35,MN,7,16
D7,U.S. Representative District 7,15,37,MN,36,23
D7,U.S. Representative District 7,15,39,MN,45,59
D7,U.S. Representative District 7,15,41,MN,41,44
D7,U.S. Representative District 7,15,42,MN,54,65
D7,U.S. Representative District 7,15,43,MN,26,17
D7,U.S. Representative District 7,15,44,MN,22,14
D7,U.S. Representative District 7,15,45,MN,59,57
D7,U.S. Representative District 7,15,47,MN,66,98
D7,U.S. Representative District 7,15,51,MN,57,85
D7,U.S. Representative District 7,15,54,MN,21,6
D7,U.S. Representative District 7,15,56,MN,388,425
D7,U.S. Representative District 7,15,57,MN,18,30
D7,U.S. Representative District 7,15,59,MN,9,93
D7,U.S. Representative District 7,15,60,MN,21,18
D7,U.S. Representative District 7,15,61,MN,72,51
D7,U.S. Representative District 7,15,63,MN,47,35
D7,U.S. Representative District 7,15,64,MN,33,51
D7,U.S. Representative District 7,15,65,MN,58,37
D7,U.S. Representative District 7,15,68,MN,52,30
D7,U.S. Representative District 7,15,72,MN,119,157
D7,U.S. Representative District 7,15,73,MN,30,69
D7,U.S. Representative District 7,15,75,MN,126,74
D7,U.S. Representative District 7,15,76,MN,401,254
D7,U.S. Representative District 7,15,77,MN,60,72
D7,U.S. Representative District 7,15,78,MN,24,16
D7,U.S. Representative District 7,15,84,MN,60,24
D7,U.S. Representative District 7,20,3,MN,360,376
D7,U.S. Representative District 7,20,4,MN,523,274
D7,U.S. Representative District 7,20,6,MN,8,2
D7,U.S. Representative District 7,20,12,MN,40,20
D7,U.S. Representative District 7,20,14,MN,251,146
D7,U.S. Representative District 7,20,21,MN,502,432
D7,U.S. Representative District 7,20,26,MN,305,264
D7,U.S. Representative District 7,20,34,MN,103,118
D7,U.S. Representative District 7,20,35,MN,11,6
D7,U.S. Representative District 7,20,37,MN,68,34
D7,U.S. Representative District 7,20,39,MN,79,112
D7,U.S. Representative District 7,20,41,MN,28,44
D7,U.S. Representative District 7,20,42,MN,60,68
D7,U.S. Representative District 7,20,43,MN,122,151
D7,U.S. Representative District 7,20,44,MN,27,16
D7,U.S. Representative District 7,20,45,MN,163,116
D7,U.S. Representative District 7,20,47,MN,247,372
D7,U.S. Representative District 7,20,51,MN,16,33
D7,U.S. Representative District 7,20,54,MN,62,25
D7,U.S. Representative District 7,20,56,MN,250,194
D7,U.S. Representative District 7,20,57,MN,38,34
D7,U.S. Representative District 7,20,60,MN,24,15
D7,U.S. Representative District 7,20,61,MN,43,60
D7,U.S. Representative District 7,20,63,MN,37,27
D7,U.S. Representative District 7,20,64,MN,20,38
D7,U.S. Representative District 7,20,65,MN,271,198
D7,U.S. Representative District 7,20,68,MN,22,23
D7,U.S. Representative District 7,20,72,MN,37,85
D7,U.S. Representative District 7,20,75,MN,49,88
D7,U.S. Representative District 7,20,76,MN,349,256
D7,U.S. Representative District 7,20,77,MN,173,218
D7,U.S. Representative District 7,20,78,MN,25,13
D7,U.S. Representative District 7,20,84,MN,20,13
D7,U.S. Representative District 7,20,87,MN,180,154
D7,U.S. Representative District 7,25,3,MN,39,27
D7,U.S. Representative District 7,25,4,MN,563,315
D7,U.S. Representative District 7,25,6,MN,84,101
D7,U.S. Representative District 7,25,12,MN,248,163
D7,U.S. Representative District 7,25,14,MN,54,34
D7,U.S. Representative District 7,25,15,MN,171,253
D7,U.S. Representative District 7,25,21,MN,39,56
D7,U.S. Representative District 7,25,26,MN,38,44
D7,U.S. Representative District 7,25,34,MN,151,127
D7,U.S. Representative District 7,25,35,MN,16,4
D7,U.S. Representative District 7,25,37,MN,32,33
D7,U.S. Representative District 7,25,41,MN,13,24
D7,U.S. Representative District 7,25,42,MN,272,204
D7,U.S. Representative District 7,25,43,MN,93,112
D7,U.S. Representative District 7,25,44,MN,24,8
D7,U.S. Representative District 7,25,45,MN,17,14
D7,U.S. Representative District 7,25,47,MN,92,83
D7,U.S. Representative District 7,25,51,MN,29,58
D7,U.S. Representative District 7,25,54,MN,21,10
D7,U.S. Representative District 7,25,56,MN,44,52
D7,U.S. Representative District 7,25,57,MN,35,13
D7,U.S. Representative District 7,25,59,MN,119,438
D7,U.S. Representative District 7,25,60,MN,24,11
D7,U.S. Representative District 7,25,61,MN,80,51
D7,U.S. Representative District 7,25,63,MN,62,23
D7,U.S. Representative District 7,25,64,MN,17,13
D7,U.S. Representative District 7,25,65,MN,59,42
D7,U.S. Representative District 7,25,68,MN,24,31
D7,U.S. Representative District 7,25,72,MN,61,71
D7,U.S. Representative District 7,25,75,MN,47,59
D7,U.S. Representative District 7,25,76,MN,88,58
D7,U.S. Representative District 7,25,77,MN,137,126
D7,U.S. Representative District 7,25,78,MN,16,23
D7,U.S. Representative District 7,25,84,MN,30,28
D7,U.S. Representative District 7,25,87,MN,47,54
D7,U.S. Representative District 7,27,21,MN,432,330
D7,U.S. Representative District 7,27,78,MN,25,17
D7,U.S. Representative District 7,28,68,MN,12,34
D7,U.S. Representative District 7,30,3,MN,64,49
D7,U.S. Representative District 7,30,4,MN,597,372
D7,U.S. Representative District 7,30,6,MN,51,18
D7,U.S. Representative District 7,30,12,MN,53,63
D7,U.S. Representative District 7,30,14,MN,31,11
D7,U.S. Representative District 7,30,15,MN,51,86
D7,U.S. Representative District 7,30,21,MN,645,842
D7,U.S. Representative District 7,30,26,MN,96,78
D7,U.S. Representative District 7,30,34,MN,570,640
D7,U.S. Representative District 7,30,35,MN,37,52
D7,U.S. Representative District 7,30,37,MN,33,20
D7,U.S. Representative District 7,30,39,MN,73,96
D7,U.S. Representative District 7,30,41,MN,22,20
D7,U.S. Representative District 7,30,42,MN,42,40
D7,U.S. Representative District 7,30,43,MN,249,297
D7,U.S. Representative District 7,30,44,MN,24,21
D7,U.S. Representative District 7,30,45,MN,17,12
D7,U.S. Representative District 7,30,47,MN,41,47
D7,U.S. Representative District 7,30,51,MN,12,85
D7,U.S. Representative District 7,30,54,MN,86,18
D7,U.S. Representative District 7,30,56,MN,24,69
D7,U.S. Representative District 7,30,57,MN,10,25
D7,U.S. Representative District 7,30,60,MN,60,80
D7,U.S. Representative District 7,30,61,MN,46,75
D7,U.S. Representative District 7,30,63,MN,74,33
D7,U.S. Representative District 7,30,64,MN,62,69
D7,U.S. Representative District 7,30,65,MN,79,91
D7,U.S. Representative District 7,30,68,MN,27,30
D7,U.S. Representative District 7,30,72,MN,74,78
D7,U.S. Representative District 7,30,73,MN,146,124
D7,U.S. Representative District 7,30,75,MN,29,21
D7,U.S. Representative District 7,30,76,MN,61,23
D7,U.S. Representative District 7,30,77,MN,82,155
D7,U.S. Representative District 7,30,78,MN,36,21
D7,U.S. Representative District 7,30,84,MN,280,215
D7,U.S. Representative District 7,30,87,MN,25,45
D7,U.S. Representative District 7,31,6,MN,57,32
D7,U.S. Representative District 7,31,39,MN,31,23
D7,U.S. Representative District 7,32,12,MN,0,0
D7,U.S. Representative District 7,35,3,MN,59,47
D7,U.S. Representative District 7,35,4,MN,655,378
D7,U.S. Representative District 7,35,6,MN,132,56
D7,U.S. Representative District 7,35,12,MN,50,40
D7,U.S. Representative District 7,35,14,MN,109,76
D7,U.S. Representative District 7,35,15,MN,57,92
D7,U.S. Representative District 7,35,17,MN,49,34
D7,U.S. Representative District 7,35,21,MN,80,107
D7,U.S. Representative District 7,35,26,MN,137,111
D7,U.S. Representative District 7,35,34,MN,48,38
D7,U.S. Representative District 7,35,35,MN,4,6
D7,U.S. Representative District 7,35,37,MN,46,84
D7,U.S. Representative District 7,35,39,MN,17,24
D7,U.S. Representative District 7,35,41,MN,124,125
D7,U.S. Representative District 7,35,42,MN,35,51
D7,U.S. Representative District 7,35,43,MN,274,243
D7,U.S. Representative District 7,35,44,MN,34,22
D7,U.S. Representative District 7,35,45,MN,25,10
D7,U.S. Representative District 7,35,47,MN,70,65
D7,U.S. Representative District 7,35,51,MN,62,29
D7,U.S. Representative District 7,35,54,MN,39,27
D7,U.S. Representative District 7,35,56,MN,61,136
D7,U.S. Representative District 7,35,57,MN,28,13
D7,U.S. Representative District 7,35,59,MN,21,53
D7,U.S. Representative District 7,35,60,MN,8,16
D7,U.S. Representative District 7,35,61,MN,12,9
D7,U.S. Representative District 7,35,63,MN,27,35
D7,U.S. Representative District 7,35,64,MN,14,50
D7,U.S. Representative District 7,35,65,MN,29,49
D7,U.S. Representative District 7,35,68,MN,40,37
D7,U.S. Representative District 7,35,72,MN,122,212
D7,U.S. Representative District 7,35,75,MN,32,31
D7,U.S. Representative District 7,35,76,MN,32,39
D7,U.S. Representative District 7,35,77,MN,64,84
D7,U.S. Representative District 7,35,78,MN,64,60
D7,U.S. Representative District 7,35,84,MN,239,175
D7,U.S. Representative District 7,35,87,MN,25,28
D7,U.S. Representative District 7,40,3,MN,319,279
D7,U.S. Representative District 7,40,4,MN,820,482
D7,U.S. Representative District 7,40,6,MN,6,5
D7,U.S. Representative District 7,40,12,MN,60,19
D7,U.S. Representative District 7,40,14,MN,1156,526
D7,U.S. Representative District 7,40,15,MN,38,51
D7,U.S. Representative District 7,40,21,MN,116,108
D7,U.S. Representative District 7,40,26,MN,17,14
D7,U.S. Representative District 7,40,34,MN,55,78
D7,U.S. Representative District 7,40,35,MN,32,13
D7,U.S. Representative District 7,40,37,MN,61,44
D7,U.S. Representative District 7,40,39,MN,66,82
D7,U.S. Representative District 7,40,41,MN,42,50
D7,U.S. Representative District 7,40,42,MN,104,151
D7,U.S. Representative District 7,40,43,MN,275,270
D7,U.S. Representative District 7,40,44,MN,59,44
D7,U.S. Representative District 7,40,45,MN,16,12
D7,U.S. Representative District 7,40,47,MN,63,84
D7,U.S. Representative District 7,40,51,MN,34,36
D7,U.S. Representative District 7,40,54,MN,54,19
D7,U.S. Representative District 7,40,56,MN,94,142
D7,U.S. Representative District 7,40,57,MN,64,21
D7,U.S. Representative District 7,40,59,MN,123,142
D7,U.S. Representative District 7,40,60,MN,11,11
D7,U.S. Representative District 7,40,61,MN,62,56
D7,U.S. Representative District 7,40,63,MN,41,18
D7,U.S. Representative District 7,40,64,MN,33,59
D7,U.S. Representative District 7,40,65,MN,100,104
D7,U.S. Representative District 7,40,68,MN,30,46
D7,U.S. Representative District 7,40,72,MN,388,436
D7,U.S. Representative District 7,40,73,MN,141,105
D7,U.S. Representative District 7,40,75,MN,35,25
D7,U.S. Representative District 7,40,76,MN,39,28
D7,U.S. Representative District 7,40,77,MN,151,188
D7,U.S. Representative District 7,40,78,MN,9,36
D7,U.S. Representative District 7,40,84,MN,160,99
D7,U.S. Representative District 7,40,87,MN,12,23
D7,U.S. Representative District 7,44,39,MN,117,95
D7,U.S. Representative District 7,45,3,MN,67,60
D7,U.S. Representative District 7,45,4,MN,47,42
D7,U.S. Representative District 7,45,6,MN,40,37
D7,U.S. Representative District 7,45,12,MN,75,69
D7,U.S. Representative District 7,45,14,MN,172,137
D7,U.S. Representative District 7,45,15,MN,59,64
D7,U.S. Representative District 7,45,21,MN,196,220
D7,U.S. Representative District 7,45,26,MN,129,61
D7,U.S. Representative District 7,45,34,MN,103,90
D7,U.S. Representative District 7,45,35,MN,353,145
D7,U.S. Representative District 7,45,37,MN,438,245
D7,U.S. Representative District 7,45,39,MN,28,34
D7,U.S. Representative District 7,45,41,MN,56,60
D7,U.S. Representative District 7,45,42,MN,8,6
D7,U.S. Representative District 7,45,43,MN,201,298
D7,U.S. Representative District 7,45,44,MN,31,42
D7,U.S. Representative District 7,45,47,MN,137,193
D7,U.S. Representative District 7,45,51,MN,47,41
D7,U.S. Representative District 7,45,54,MN,8,3
D7,U.S. Representative District 7,45,56,MN,43,83
D7,U.S. Representative District 7,45,57,MN,36,36
D7,U.S. Representative District 7,45,59,MN,42,65
D7,U.S. Representative District 7,45,60,MN,53,70
D7,U.S. Representative District 7,45,61,MN,628,365
D7,U.S. Representative District 7,45,64,MN,9,19
D7,U.S. Representative District 7,45,65,MN,30,62
D7,U.S. Representative District 7,45,68,MN,73,76
D7,U.S. Representative District 7,45,72,MN,143,155
D7,U.S. Representative District 7,45,75,MN,101,91
D7,U.S. Representative District 7,45,76,MN,25,6
D7,U.S. Representative District 7,45,77,MN,16,23
D7,U.S. Representative District 7,45,78,MN,31,31
D7,U.S. Representative District 7,45,87,MN,49,68
D7,U.S. Representative District 7,46,39,MN,27,32
D7,U.S. Representative District 7,46,51,MN,25,17
D7,U.S. Representative District 7,47,17,MN,12,30
D7,U.S. Representative District 7,50,3,MN,313,279
D7,U.S. Representative District 7,50,6,MN,178,124
D7,U.S. Representative District 7,50,12,MN,52,51
D7,U.S. Representative District 7,50,14,MN,101,53
D7,U.S. Representative District 7,50,15,MN,9,20
D7,U.S. Representative District 7,50,17,MN,99,88
D7,U.S. Representative District 7,50,21,MN,114,100
D7,U.S. Representative District 7,50,26,MN,166,106
D7,U.S. Representative District 7,50,34,MN,103,111
D7,U.S. Representative District 7,50,35,MN,40,23
D7,U.S. Representative District 7,50,39,MN,104,137
D7,U.S. Representative District 7,50,41,MN,154,108
D7,U.S. Representative District 7,50,42,MN,16,18
D7,U.S. Representative District 7,50,43,MN,107,159
D7,U.S. Representative District 7,50,44,MN,54,30
D7,U.S. Representative District 7,50,45,MN,15,9
D7,U.S. Representative District 7,50,47,MN,292,373
D7,U.S. Representative District 7,50,51,MN,36,38
D7,U.S. Representative District 7,50,54,MN,32,9
D7,U.S. Representative District 7,50,56,MN,145,188
D7,U.S. Representative District 7,50,57,MN,21,6
D7,U.S. Representative District 7,50,59,MN,7,10
D7,U.S. Representative District 7,50,60,MN,37,26
D7,U.S. Representative District 7,50,61,MN,88,74
D7,U.S. Representative District 7,50,63,MN,83,42
D7,U.S. Representative District 7,50,64,MN,15,33
D7,U.S. Representative District 7,50,65,MN,43,50
D7,U.S. Representative District 7,50,68,MN,59,49
D7,U.S. Representative District 7,50,72,MN,48,73
D7,U.S. Representative District 7,50,75,MN,124,164
D7,U.S. Representative District 7,50,76,MN,21,24
D7,U.S. Representative District 7,50,77,MN,150,92
D7,U.S. Representative District 7,50,78,MN,17,13
D7,U.S. Representative District 7,50,84,MN,49,53
D7,U.S. Representative District 7,50,87,MN,479,279
D7,U.S. Representative District 7,51,3,MN,190,210
D7,U.S. Representative District 7,52,3,MN,0,0
D7,U.S. Representative District 7,55,3,MN,588,484
D7,U.S. Representative District 7,55,6,MN,30,17
D7,U.S. Representative District 7,55,12,MN,42,29
D7,U.S. Representative District 7,55,14,MN,105,91
D7,U.S. Representative District 7,55,15,MN,0,2
D7,U.S. Representative District 7,55,17,MN,39,52
D7,U.S. Representative District 7,55,21,MN,516,690
D7,U.S. Representative District 7,55,26,MN,63,54
D7,U.S. Representative District 7,55,34,MN,430,448
D7,U.S. Representative District 7,55,35,MN,10,7
D7,U.S. Representative District 7,55,39,MN,33,19
D7,U.S. Representative District 7,55,41,MN,106,154
D7,U.S. Representative District 7,55,42,MN,93,67
D7,U.S. Representative District 7,55,43,MN,150,262
D7,U.S. Representative District 7,55,44,MN,289,130
D7,U.S. Representative District 7,55,45,MN,24,36
D7,U.S. Representative District 7,55,47,MN,343,512
D7,U.S. Representative District 7,55,51,MN,31,58
D7,U.S. Representative District 7,55,54,MN,128,59
D7,U.S. Representative District 7,55,56,MN,39,42
D7,U.S. Representative District 7,55,57,MN,76,102
D7,U.S. Representative District 7,55,59,MN,31,32
D7,U.S. Representative District 7,55,60,MN,52,24
D7,U.S. Representative District 7,55,61,MN,307,262
D7,U.S. Representative District 7,55,63,MN,53,33
D7,U.S. Representative District 7,55,64,MN,40,40
D7,U.S. Representative District 7,55,65,MN,43,56
D7,U.S. Representative District 7,55,68,MN,31,45
D7,U.S. Representative District 7,55,72,MN,71,138
D7,U.S. Representative District 7,55,75,MN,46,105
D7,U.S. Representative District 7,55,76,MN,25,22
D7,U.S. Representative District 7,55,77,MN,102,88
D7,U.S. Representative District 7,55,78,MN,11,3
D7,U.S. Representative District 7,55,84,MN,36,26
D7,U.S. Representative District 7,56,6,MN,10,6
D7,U.S. Representative District 7,56,15,MN,3,3
D7,U.S. Representative District 7,60,4,MN,58,68
D7,U.S. Representative District 7,60,6,MN,30,19
D7,U.S. Representative District 7,60,12,MN,50,26
D7,U.S. Representative District 7,60,14,MN,47,27
D7,U.S. Representative District 7,60,15,MN,66,100
D7,U.S. Representative District 7,60,17,MN,61,54
D7,U.S. Representative District 7,60,21,MN,131,102
D7,U.S. Representative District 7,60,34,MN,166,154
D7,U.S. Representative District 7,60,35,MN,19,7
D7,U.S. Representative District 7,60,37,MN,23,13
D7,U.S. Representative District 7,60,41,MN,29,58
D7,U.S. Representative District 7,60,42,MN,57,87
D7,U.S. Representative District 7,60,43,MN,131,185
D7,U.S. Representative District 7,60,44,MN,40,21
D7,U.S. Representative District 7,60,51,MN,284,304
D7,U.S. Representative District 7,60,54,MN,26,26
D7,U.S. Representative District 7,60,56,MN,11,17
D7,U.S. Representative District 7,60,57,MN,168,128
D7,U.S. Representative District 7,60,59,MN,14,10
D7,U.S. Representative District 7,60,60,MN,83,131
D7,U.S. Representative District 7,60,61,MN,62,70
D7,U.S. Representative District 7,60,63,MN,77,65
D7,U.S. Representative District 7,60,64,MN,163,180
D7,U.S. Representative District 7,60,65,MN,93,94
D7,U.S. Representative District 7,60,68,MN,211,167
D7,U.S. Representative District 7,60,72,MN,90,138
D7,U.S. Representative District 7,60,73,MN,60,64
D7,U.S. Representative District 7,60,75,MN,21,59
D7,U.S. Representative District 7,60,76,MN,56,53
D7,U.S. Representative District 7,60,77,MN,82,99
D7,U.S. Representative District 7,60,78,MN,23,21
D7,U.S. Representative District 7,60,84,MN,9,10
D7,U.S. Representative District 7,65,3,MN,784,489
D7,U.S. Representative District 7,65,6,MN,27,25
D7,U.S. Representative District 7,65,12,MN,91,58
D7,U.S. Representative District 7,65,14,MN,27,14
D7,U.S. Representative District 7,65,15,MN,40,32
D7,U.S. Representative District 7,65,21,MN,64,57
D7,U.S. Representative District 7,65,26,MN,49,27
D7,U.S. Representative District 7,65,34,MN,61,131
D7,U.S. Representative District 7,65,35,MN,22,23
D7,U.S. Representative District 7,65,39,MN,27,41
D7,U.S. Representative District 7,65,41,MN,48,25
D7,U.S. Representative District 7,65,43,MN,163,259
D7,U.S. Representative District 7,65,44,MN,70,43
D7,U.S. Representative District 7,65,45,MN,1,4
D7,U.S. Representative District 7,65,47,MN,197,307
D7,U.S. Representative District 7,65,51,MN,30,8
D7,U.S. Representative District 7,65,54,MN,19,11
D7,U.S. Representative District 7,65,56,MN,166,145
D7,U.S. Representative District 7,65,57,MN,17,23
D7,U.S. Representative District 7,65,60,MN,251,145
D7,U.S. Representative District 7,65,61,MN,27,38
D7,U.S. Representative District 7,65,63,MN,119,70
D7,U.S. Representative District 7,65,64,MN,43,59
D7,U.S. Representative District 7,65,65,MN,49,31
D7,U.S. Representative District 7,65,68,MN,29,42
D7,U.S. Representative District 7,65,72,MN,211,205
D7,U.S. Representative District 7,65,73,MN,63,54
D7,U.S. Representative District 7,65,75,MN,29,71
D7,U.S. Representative District 7,65,76,MN,30,20
D7,U.S. Representative District 7,65,77,MN,81,155
D7,U.S. Representative District 7,65,78,MN,25,24
D7,U.S. Representative District 7,65,84,MN,17,11
D7,U.S. Representative District 7,65,87,MN,38,55
D7,U.S. Representative District 7,70,6,MN,27,25
D7,U.S. Representative District 7,70,12,MN,89,32
D7,U.S. Representative District 7,70,14,MN,27,13
D7,U.S. Representative District 7,70,15,MN,81,22
D7,U.S. Representative District 7,70,21,MN,48,36
D7,U.S. Representative District 7,70,26,MN,37,7
D7,U.S. Representative District 7,70,34,MN,274,265
D7,U.S. Representative District 7,70,35,MN,10,2
D7,U.S. Representative District 7,70,37,MN,53,35
D7,U.S. Representative District 7,70,39,MN,28,57
D7,U.S. Representative District 7,70,41,MN,39,37
D7,U.S. Representative District 7,70,42,MN,125,178
D7,U.S. Representative District 7,70,43,MN,846,909
D7,U.S. Representative District 7,70,44,MN,137,74
D7,U.S. Representative District 7,70,45,MN,4,3
D7,U.S. Representative District 7,70,47,MN,125,198
D7,U.S. Representative District 7,70,51,MN,21,25
D7,U.S. Representative District 7,70,54,MN,78,54
D7,U.S. Representative District 7,70,56,MN,109,188
D7,U.S. Representative District 7,70,57,MN,20,10
D7,U.S. Representative District 7,70,59,MN,26,110
D7,U.S. Representative District 7,70,60,MN,351,198
D7,U.S. Representative District 7,70,61,MN,35,32
D7,U.S. Representative District 7,70,63,MN,98,76
D7,U.S. Representative District 7,70,64,MN,17,60
D7,U.S. Representative District 7,70,65,MN,45,56
D7,U.S. Representative District 7,70,68,MN,64,74
D7,U.S. Representative District 7,70,72,MN,130,177
D7,U.S. Representative District 7,70,76,MN,35,30
D7,U.S. Representative District 7,70,77,MN,62,87
D7,U.S. Representative District 7,70,78,MN,9,19
D7,U.S. Representative District 7,70,84,MN,30,23
D7,U.S. Representative District 7,70,87,MN,41,32
D7,U.S. Representative District 7,72,75,MN,230,99
D7,U.S. Representative District 7,72,84,MN,8,7
D7,U.S. Representative District 7,73,75,MN,274,168
D7,U.S. Representative District 7,75,3,MN,905,737
D7,U.S. Representative District 7,75,4,MN,286,303
D7,U.S. Representative District 7,75,6,MN,27,47
D7,U.S. Representative District 7,75,12,MN,618,455
D7,U.S. Representative District 7,75,14,MN,15,8
D7,U.S. Representative District 7,75,15,MN,54,114
D7,U.S. Representative District 7,75,21,MN,52,62
D7,U.S. Representative District 7,75,26,MN,42,20
D7,U.S. Representative District 7,75,34,MN,90,132
D7,U.S. Representative District 7,75,35,MN,9,7
D7,U.S. Representative District 7,75,37,MN,40,17
D7,U.S. Representative District 7,75,39,MN,0,0
D7,U.S. Representative District 7,75,41,MN,39,25
D7,U.S. Representative District 7,75,42,MN,46,49
D7,U.S. Representative District 7,75,43,MN,856,848
D7,U.S. Representative District 7,75,44,MN,35,21
D7,U.S. Representative District 7,75,45,MN,7,10
D7,U.S. Representative District 7,75,47,MN,265,317
D7,U.S. Representative District 7,75,51,MN,28,39
D7,U.S. Representative District 7,75,54,MN,28,12
D7,U.S. Representative District 7,75,56,MN,114,162
D7,U.S. Representative District 7,75,57,MN,39,14
D7,U.S. Representative District 7,75,59,MN,304,331
D7,U.S. Representative District 7,75,60,MN,268,136
D7,U.S. Representative District 7,75,61,MN,56,34
D7,U.S. Representative District 7,75,63,MN,126,57
D7,U.S. Representative District 7,75,64,MN,37,49
D7,U.S. Representative District 7,75,65,MN,198,232
D7,U.S. Representative District 7,75,68,MN,27,35
D7,U.S. Representative District 7,75,72,MN,112,144
D7,U.S. Representative District 7,75,73,MN,78,95
D7,U.S. Representative District 7,75,75,MN,264,112
D7,U.S. Representative District 7,75,76,MN,59,36
D7,U.S. Representative District 7,75,77,MN,133,218
D7,U.S. Representative District 7,75,78,MN,9,9
D7,U.S. Representative District 7,75,84,MN,30,18
D7,U.S. Representative District 7,75,87,MN,13,6
D7,U.S. Representative District 7,76,75,MN,231,50
D7,U.S. Representative District 7,80,6,MN,307,300
D7,U.S. Representative District 7,80,14,MN,45,17
D7,U.S. Representative District 7,80,15,MN,9,8
D7,U.S. Representative District 7,80,21,MN,218,246
D7,U.S. Representative District 7,80,26,MN,19,12
D7,U.S. Representative District 7,80,34,MN,143,163
D7,U.S. Representative District 7,80,35,MN,38,22
D7,U.S. Representative District 7,80,37,MN,46,38
D7,U.S. Representative District 7,80,39,MN,17,13
