,STATE,COUNTY,PRECINCT,REP,DEM
2003,VA,BUCHANAN COUNTY,603 - HURRICANE,0.0,0.0
2004,VA,BUCHANAN COUNTY,701 - WHITEWOOD,0.0,0.0
2005,VA,BUCHANAN COUNTY,702 - CONTRARY,0.0,0.0
2006,VA,CARROLL COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2007,VA,CARROLL COUNTY,## Provisional,0.0,0.0
2008,VA,CARROLL COUNTY,101 - MT BETHEL,0.0,0.0
2009,VA,CARROLL COUNTY,102 - ST PAUL,0.0,0.0
2010,VA,CARROLL COUNTY,103 - LAMBSBURG,0.0,0.0
2011,VA,CARROLL COUNTY,105 - FANCY GAP,0.0,0.0
2012,VA,CARROLL COUNTY,201 - HILLSVILLE B,0.0,0.0
2013,VA,CARROLL COUNTY,202 - LAUREL FORK,0.0,0.0
2014,VA,CARROLL COUNTY,203 - GLADESBORO,242.0,129.0
2015,VA,CARROLL COUNTY,301 - HILLSVILLE C,0.0,0.0
2016,VA,CARROLL COUNTY,302 - SYLVATUS,201.0,106.0
2017,VA,CARROLL COUNTY,303 - DUGSPUR,125.0,47.0
2018,VA,CARROLL COUNTY,402 - WOODLAWN D,0.0,0.0
2019,VA,CARROLL COUNTY,403 - OAKLAND D,0.0,0.0
2020,VA,CARROLL COUNTY,405 - OAKLAND A,198.0,94.0
2021,VA,CARROLL COUNTY,406 - WOODLAWN F,0.0,0.0
2022,VA,CARROLL COUNTY,501 - VAUGHAN,0.0,0.0
2023,VA,CARROLL COUNTY,502 - GLADEVILLE,382.0,142.0
2024,VA,CARROLL COUNTY,503 - WOODLAWN E,0.0,0.0
2025,VA,CARROLL COUNTY,504 - LAUREL,213.0,74.0
2026,VA,COVINGTON CITY,# AB - Central Absentee Precinct,0.0,0.0
2027,VA,COVINGTON CITY,101 - PRECINCT 1-1,53.0,108.0
2028,VA,COVINGTON CITY,201 - PRECINCT 2-1,0.0,0.0
2029,VA,COVINGTON CITY,301 - PRECINCT 3-1,0.0,0.0
2030,VA,COVINGTON CITY,401 - PRECINCT 4-1,134.0,157.0
2031,VA,COVINGTON CITY,501 - PRECINCT 5-1,0.0,0.0
2032,VA,CRAIG COUNTY,## Provisional,0.0,0.0
2033,VA,CRAIG COUNTY,101 - COURT HOUSE,0.0,0.0
2034,VA,CRAIG COUNTY,201 - AMMENDALE PRECINCT,0.0,0.0
2035,VA,CRAIG COUNTY,202 - NORTH MOUNTAIN,0.0,0.0
2036,VA,CRAIG COUNTY,301 - GIVENS & REYNOLDS STORE,0.0,0.0
2037,VA,CRAIG COUNTY,302 - MCGUIRES STORE,0.0,0.0
2038,VA,CRAIG COUNTY,303 - MARSHALLS STORE,0.0,0.0
2039,VA,CRAIG COUNTY,401 - BARBOURS CREEK,0.0,0.0
2040,VA,CRAIG COUNTY,402 - PAINT BANK,0.0,0.0
2041,VA,CRAIG COUNTY,403 - CRAIG SPRINGS,93.0,30.0
2042,VA,CRAIG COUNTY,404 - FORKS OF JOHNS CREEK,0.0,0.0
2043,VA,CRAIG COUNTY,501 - CRAIG CITY,0.0,0.0
2044,VA,DICKENSON COUNTY,# AB - Central Absentee Precinct,149.0,160.0
2045,VA,DICKENSON COUNTY,## Provisional,0.0,0.0
2046,VA,DICKENSON COUNTY,101 - SOUTH CLINTWOOD,0.0,0.0
2047,VA,DICKENSON COUNTY,201 - NORA,0.0,0.0
2048,VA,DICKENSON COUNTY,202 - FRYING PAN,61.0,37.0
2049,VA,DICKENSON COUNTY,203 - CLINCHCO,0.0,0.0
2050,VA,DICKENSON COUNTY,301 - WEST DANTE,0.0,0.0
2051,VA,DICKENSON COUNTY,302 - HERALD,0.0,0.0
2052,VA,DICKENSON COUNTY,303 - RIDGE,0.0,0.0
2053,VA,DICKENSON COUNTY,401 - HAYSI-COLLEY,0.0,0.0
2054,VA,DICKENSON COUNTY,501 - TARPON,79.0,85.0
2055,VA,DICKENSON COUNTY,502 - NORTH CLINTWOOD,0.0,0.0
2056,VA,FLOYD COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2057,VA,FLOYD COUNTY,## Provisional,0.0,0.0
2058,VA,FLOYD COUNTY,101 - LOCUST GROVE,527.0,340.0
2059,VA,FLOYD COUNTY,201 - LITTLE RIVER,499.0,423.0
2060,VA,FLOYD COUNTY,301 - COURTHOUSE,0.0,0.0
2061,VA,FLOYD COUNTY,401 - BURKS FORK,485.0,313.0
2062,VA,FLOYD COUNTY,501 - INDIAN VALLEY,543.0,222.0
2063,VA,GALAX CITY,# AB - Central Absentee Precinct,0.0,0.0
2064,VA,GALAX CITY,001 - EAST,0.0,0.0
2065,VA,GALAX CITY,002 - NORTH,0.0,0.0
2066,VA,GALAX CITY,003 - SOUTH,0.0,0.0
2067,VA,GILES COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2068,VA,GILES COUNTY,## Provisional,0.0,0.0
2069,VA,GILES COUNTY,101 - GLEN LYN,46.0,21.0
2070,VA,GILES COUNTY,102 - RICH CREEK,0.0,0.0
2071,VA,GILES COUNTY,103 - NARROWS,0.0,0.0
2072,VA,GILES COUNTY,201 - PEARISBURG,0.0,0.0
2073,VA,GILES COUNTY,202 - STAFFORDSVILLE,0.0,0.0
2074,VA,GILES COUNTY,203 - WHITE GATE,0.0,0.0
2075,VA,GILES COUNTY,301 - EGGLESTON,0.0,0.0
2076,VA,GILES COUNTY,302 - PEMBROKE,0.0,0.0
2077,VA,GILES COUNTY,303 - NEWPORT,0.0,0.0
2078,VA,GRAYSON COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2079,VA,GRAYSON COUNTY,## Provisional,0.0,0.0
2080,VA,GRAYSON COUNTY,101 - BRIDLE CREEK,0.0,0.0
2081,VA,GRAYSON COUNTY,102 - FLATRIDGE,0.0,0.0
2082,VA,GRAYSON COUNTY,103 - GRANT,98.0,85.0
2083,VA,GRAYSON COUNTY,104 - MOUTH OF WILSON,74.0,54.0
2084,VA,GRAYSON COUNTY,105 - MOUNT ROGERS,0.0,0.0
2085,VA,GRAYSON COUNTY,106 - RUGBY,0.0,0.0
2086,VA,GRAYSON COUNTY,107 - TROUTDALE,0.0,0.0
2087,VA,GRAYSON COUNTY,108 - COMERS ROCK,83.0,56.0
2088,VA,GRAYSON COUNTY,202 - ELK CREEK,0.0,0.0
2089,VA,GRAYSON COUNTY,203 - INDEPENDENCE,0.0,0.0
2090,VA,GRAYSON COUNTY,301 - BAYWOOD,0.0,0.0
2091,VA,GRAYSON COUNTY,302 - FAIRVIEW,0.0,0.0
2092,VA,GRAYSON COUNTY,401 - FRIES,0.0,0.0
2093,VA,GRAYSON COUNTY,402 - PROVIDENCE,0.0,0.0
2094,VA,GRAYSON COUNTY,403 - OLDTOWN,0.0,0.0
2095,VA,HENRY COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2096,VA,HENRY COUNTY,## Provisional,0.0,0.0
2097,VA,HENRY COUNTY,101 - BASSETT NUMBER TWO,120.0,176.0
2098,VA,HENRY COUNTY,102 - GUNVILLE,0.0,0.0
2099,VA,HENRY COUNTY,103 - SCOTT'S TANYARD,591.0,295.0
2100,VA,HENRY COUNTY,201 - FIELDALE,191.0,148.0
2101,VA,HENRY COUNTY,202 - HORSEPASTURE #1,0.0,0.0
2102,VA,HENRY COUNTY,203 - HORSEPASTURE #2,0.0,0.0
2103,VA,HENRY COUNTY,204 - SPENCER,395.0,242.0
2104,VA,HENRY COUNTY,304 - MOUNT OLIVET,0.0,0.0
2105,VA,HENRY COUNTY,401 - COLLINSVILLE NUMBER 1,0.0,0.0
2106,VA,HENRY COUNTY,402 - DANIELS CREEK,0.0,0.0
2107,VA,HENRY COUNTY,404 - COLLINSVILLE NUMBER 2,497.0,274.0
2108,VA,HENRY COUNTY,501 - BASSETT NUMBER ONE,171.0,186.0
2109,VA,HENRY COUNTY,502 - FIGSBORO,0.0,0.0
2110,VA,HENRY COUNTY,503 - STANLEYTOWN,0.0,0.0
2111,VA,HENRY COUNTY,504 - OAK LEVEL,186.0,90.0
2112,VA,HENRY COUNTY,505 - DYERS STORE,0.0,0.0
2113,VA,HENRY COUNTY,601 - FONTAINE,0.0,0.0
2114,VA,HENRY COUNTY,602 - HILLCREST,0.0,0.0
2115,VA,HENRY COUNTY,604 - RIDGEWAY #2,0.0,0.0
2116,VA,LEE COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2117,VA,LEE COUNTY,## Provisional,0.0,0.0
2118,VA,LEE COUNTY,101 - ELYDALE,0.0,0.0
2119,VA,LEE COUNTY,102 - EWING,206.0,104.0
2120,VA,LEE COUNTY,103 - ROSE HILL,0.0,0.0
2121,VA,LEE COUNTY,201 - BLACKWATER,0.0,0.0
2122,VA,LEE COUNTY,202 - FLATWOODS,0.0,0.0
2123,VA,LEE COUNTY,203 - JONESVILLE,0.0,0.0
2124,VA,LEE COUNTY,301 - BEN HUR,455.0,256.0
2125,VA,LEE COUNTY,302 - WOODWAY,0.0,0.0
2126,VA,LEE COUNTY,401 - STICKLEYVILLE,0.0,0.0
2127,VA,LEE COUNTY,402 - JASPER,83.0,58.0
2128,VA,LEE COUNTY,403 - SEMINARY,196.0,60.0
2129,VA,LEE COUNTY,404 - DRYDEN,0.0,0.0
2130,VA,LEE COUNTY,501 - SAINT CHARLES,0.0,0.0
2131,VA,LEE COUNTY,502 - PENNINGTON,322.0,157.0
2132,VA,LEE COUNTY,503 - ROBBINS CHAPEL,0.0,0.0
2133,VA,LEE COUNTY,504 - KEOKEE,67.0,44.0
2134,VA,MARTINSVILLE CITY,# AB - Central Absentee Precinct,0.0,0.0
2135,VA,MARTINSVILLE CITY,## Provisional,0.0,0.0
2136,VA,MARTINSVILLE CITY,001 - PRECINCT #1,0.0,0.0
2137,VA,MARTINSVILLE CITY,002 - PRECINCT #2,0.0,0.0
2138,VA,MARTINSVILLE CITY,003 - PRECINCT #3,111.0,244.0
2139,VA,MARTINSVILLE CITY,004 - PRECINCT #4,0.0,0.0
2140,VA,MARTINSVILLE CITY,005 - PRECINCT #5,0.0,0.0
2141,VA,MARTINSVILLE CITY,006 - PRECINCT #6,0.0,0.0
2142,VA,MONTGOMERY COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2143,VA,MONTGOMERY COUNTY,## Provisional,0.0,0.0
2144,VA,MONTGOMERY COUNTY,101 - PRECINCT A-1,0.0,0.0
2145,VA,MONTGOMERY COUNTY,102 - PRECINCT A-2,0.0,0.0
2146,VA,MONTGOMERY COUNTY,103 - PRECINCT A-3,0.0,0.0
2147,VA,MONTGOMERY COUNTY,201 - PRECINCT B-1,0.0,0.0
2148,VA,MONTGOMERY COUNTY,202 - PRECINCT B-2,541.0,586.0
2149,VA,MONTGOMERY COUNTY,203 - PRECINCT B-3,415.0,360.0
2150,VA,MONTGOMERY COUNTY,204 - PRECINCT B-4,737.0,656.0
2151,VA,MONTGOMERY COUNTY,301 - PRECINCT C-1,536.0,368.0
2152,VA,MONTGOMERY COUNTY,302 - PRECINCT C-2,0.0,0.0
2153,VA,MONTGOMERY COUNTY,303 - PRECINCT C-3,0.0,0.0
2154,VA,MONTGOMERY COUNTY,304 - PRECINCT C-4,0.0,0.0
2155,VA,MONTGOMERY COUNTY,401 - PRECINCT D-1,0.0,0.0
2156,VA,MONTGOMERY COUNTY,402 - PRECINCT D-2,628.0,310.0
2157,VA,MONTGOMERY COUNTY,403 - PRECINCT D-3,0.0,0.0
2158,VA,MONTGOMERY COUNTY,404 - PRECINCT D-4,0.0,0.0
2159,VA,MONTGOMERY COUNTY,405 - PRECINCT D-5,0.0,0.0
2160,VA,MONTGOMERY COUNTY,501 - PRECINCT E-1,0.0,0.0
2161,VA,MONTGOMERY COUNTY,502 - PRECINCT E-2,404.0,336.0
2162,VA,MONTGOMERY COUNTY,503 - PRECINCT E-3,0.0,0.0
2163,VA,MONTGOMERY COUNTY,601 - PRECINCT F-1,343.0,734.0
2164,VA,MONTGOMERY COUNTY,602 - PRECINCT F-2,271.0,610.0
2165,VA,MONTGOMERY COUNTY,603 - PRECINCT F-3,0.0,0.0
2166,VA,MONTGOMERY COUNTY,701 - PRECINCT G-1,0.0,0.0
2167,VA,MONTGOMERY COUNTY,702 - PRECINCT G-2,0.0,0.0
2168,VA,NORTON CITY,## Provisional,0.0,0.0
2169,VA,NORTON CITY,001 - EAST WARD,0.0,0.0
2170,VA,PATRICK COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2171,VA,PATRICK COUNTY,101 - ARARAT,0.0,0.0
2172,VA,PATRICK COUNTY,102 - CLAUDVILLE,0.0,0.0
2173,VA,PATRICK COUNTY,103 - WILLIS GAP,181.0,84.0
2174,VA,PATRICK COUNTY,201 - DRY POND,0.0,0.0
2175,VA,PATRICK COUNTY,202 - PATRICK SPRINGS,0.0,0.0
2176,VA,PATRICK COUNTY,203 - RUSSELL CREEK,0.0,0.0
2177,VA,PATRICK COUNTY,301 - CRITZ/STELLA,0.0,0.0
2178,VA,PATRICK COUNTY,302 - LIBERTY,267.0,68.0
2179,VA,PATRICK COUNTY,401 - MEADOWS OF DAN,240.0,156.0
2180,VA,PATRICK COUNTY,402 - STUART FAIRGROUNDS,0.0,0.0
2181,VA,PATRICK COUNTY,501 - STUART COMMUNITY,140.0,72.0
2182,VA,PATRICK COUNTY,502 - ELAMSVILLE,223.0,104.0
2183,VA,PATRICK COUNTY,503 - WOOLWINE,0.0,0.0
2184,VA,PULASKI COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2185,VA,PULASKI COUNTY,## Provisional,0.0,4.0
2186,VA,PULASKI COUNTY,101 - BELSPRING,0.0,0.0
2187,VA,PULASKI COUNTY,102 - NEW RIVER,0.0,0.0
2188,VA,PULASKI COUNTY,103 - WEST CLOYD,0.0,0.0
2189,VA,PULASKI COUNTY,201 - DRAPER,398.0,232.0
2190,VA,PULASKI COUNTY,202 - SOUTH PULASKI,0.0,0.0
2191,VA,PULASKI COUNTY,203 - NEWBERN,0.0,0.0
2192,VA,PULASKI COUNTY,301 - DUBLIN,0.0,0.0
2193,VA,PULASKI COUNTY,302 - HIWASSEE,0.0,0.0
2194,VA,PULASKI COUNTY,304 - SNOWVILLE,350.0,170.0
2195,VA,PULASKI COUNTY,401 - MASSIE,0.0,0.0
2196,VA,PULASKI COUNTY,402 - WALKER,0.0,0.0
2197,VA,PULASKI COUNTY,501 - ROBINSON,0.0,0.0
2198,VA,RADFORD CITY,# AB - Central Absentee Precinct,53.0,70.0
2199,VA,RADFORD CITY,001 - EAST PRECINCT,0.0,0.0
2200,VA,RADFORD CITY,002 - CENTRAL PRECINCT,431.0,534.0
2201,VA,RADFORD CITY,003 - WEST PRECINCT,0.0,0.0
2202,VA,ROANOKE COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2203,VA,ROANOKE COUNTY,## Provisional,2.0,
2204,VA,ROANOKE COUNTY,101 - CATAWBA,0.0,0.0
2205,VA,ROANOKE COUNTY,102 - MASON VALLEY,0.0,0.0
2206,VA,ROANOKE COUNTY,103 - GLENVAR,0.0,0.0
2207,VA,ROANOKE COUNTY,104 - NORTHSIDE,0.0,0.0
2208,VA,ROANOKE COUNTY,105 - PETERS CREEK,0.0,0.0
2209,VA,ROANOKE COUNTY,106 - GREEN HILL,0.0,0.0
2210,VA,ROANOKE COUNTY,107 - BENNETT SPRINGS,0.0,0.0
2211,VA,ROANOKE COUNTY,108 - WILDWOOD,0.0,0.0
2212,VA,ROANOKE COUNTY,204 - BOTETOURT SPRINGS,0.0,0.0
2213,VA,ROANOKE COUNTY,301 - BENT MOUNTAIN,0.0,0.0
2214,VA,RUSSELL COUNTY,# AB - Central Absentee Precinct,167.0,159.0
2215,VA,RUSSELL COUNTY,## Provisional,0.0,0.0
2216,VA,RUSSELL COUNTY,101 - MOCCASIN,0.0,0.0
2217,VA,RUSSELL COUNTY,102 - COPPER CREEK,185.0,125.0
2218,VA,RUSSELL COUNTY,103 - SOUTH CASTLEWOOD,0.0,0.0
2219,VA,RUSSELL COUNTY,201 - NORTH CASTLEWOOD,474.0,273.0
2220,VA,RUSSELL COUNTY,202 - DANTE,88.0,63.0
2221,VA,RUSSELL COUNTY,301 - COOKS MILL,0.0,0.0
2222,VA,RUSSELL COUNTY,302 - DAUGHERTY,136.0,73.0
2223,VA,RUSSELL COUNTY,303 - NEW GARDEN,0.0,0.0
2224,VA,RUSSELL COUNTY,304 - CLEVELAND,0.0,0.0
2225,VA,RUSSELL COUNTY,401 - DRILL,0.0,0.0
2226,VA,RUSSELL COUNTY,402 - SWORDS CREEK,0.0,0.0
2227,VA,RUSSELL COUNTY,403 - HONAKER,0.0,0.0
2228,VA,RUSSELL COUNTY,501 - WEST LEBANON,0.0,0.0
2229,VA,RUSSELL COUNTY,601 -  EAST LEBANON,0.0,0.0
2230,VA,RUSSELL COUNTY,602 - ELK GARDEN,0.0,0.0
2231,VA,SALEM CITY,# AB - Central Absentee Precinct,0.0,0.0
2232,VA,SALEM CITY,001 - NORTH SALEM NO 2,0.0,0.0
2233,VA,SALEM CITY,002 - CONEHURST,191.0,152.0
2234,VA,SALEM CITY,003 - BEVERLY HEIGHTS,0.0,0.0
2235,VA,SALEM CITY,004 - WEST SALEM,0.0,0.0
2236,VA,SALEM CITY,005 - NORTH SALEM NO 1,0.0,0.0
2237,VA,SALEM CITY,006 - SOUTH SALEM NO 1,0.0,0.0
2238,VA,SALEM CITY,007 - SOUTH SALEM NO 2,0.0,0.0
2239,VA,SALEM CITY,008 - EAST SALEM,0.0,0.0
2240,VA,SALEM CITY,009 - SOUTH SIDE HILLS,0.0,0.0
2241,VA,SALEM CITY,010 - HIDDEN VALLEY,0.0,0.0
2242,VA,SCOTT COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2243,VA,SCOTT COUNTY,## Provisional,0.0,0.0
2244,VA,SCOTT COUNTY,101 - WEBER CITY,0.0,0.0
2245,VA,SCOTT COUNTY,102 - YUMA,0.0,0.0
2246,VA,SCOTT COUNTY,202 - WEBER CITY EAST,237.0,80.0
2247,VA,SCOTT COUNTY,203 - HILTONS,0.0,0.0
2248,VA,SCOTT COUNTY,204 - CLARK'S,0.0,0.0
2249,VA,SCOTT COUNTY,301 - NICKELSVILLE,0.0,0.0
2250,VA,SCOTT COUNTY,302 - SNOWFLAKE,0.0,0.0
2251,VA,SCOTT COUNTY,303 - TWIN SPRINGS,166.0,64.0
2252,VA,SCOTT COUNTY,304 - COPPER CREEK,44.0,23.0
2253,VA,SCOTT COUNTY,401 - GATE CITY,0.0,0.0
2254,VA,SCOTT COUNTY,501 - DUNGANNON,0.0,0.0
2255,VA,SCOTT COUNTY,502 - FORT BLACKMORE,0.0,0.0
2256,VA,SCOTT COUNTY,503 - MANVILLE,0.0,0.0
2257,VA,SCOTT COUNTY,504 - RYE COVE,182.0,87.0
2258,VA,SCOTT COUNTY,601 - CLINCHPORT,0.0,0.0
2259,VA,SCOTT COUNTY,602 - DUFFIELD-PATTONSVILLE,0.0,0.0
2260,VA,SCOTT COUNTY,603 - FAIRVIEW,0.0,0.0
2261,VA,SMYTH COUNTY,# AB - Central Absentee Precinct,132.0,130.0
2262,VA,SMYTH COUNTY,## Provisional,0.0,0.0
2263,VA,SMYTH COUNTY,101 - SALTVILLE,0.0,0.0
2264,VA,SMYTH COUNTY,201 - SEVEN MILE FORD,0.0,0.0
2265,VA,SMYTH COUNTY,202 - RICH VALLEY,147.0,103.0
2266,VA,SMYTH COUNTY,301 - CHILHOWIE,0.0,0.0
2267,VA,SMYTH COUNTY,302 - ST CLAIR,0.0,0.0
2268,VA,SMYTH COUNTY,401 - EAST PARK,0.0,0.0
2269,VA,SMYTH COUNTY,402 - WEST PARK,0.0,0.0
2270,VA,SMYTH COUNTY,501 - ATKINS,384.0,176.0
2271,VA,SMYTH COUNTY,502 - WASSONA,0.0,0.0
2272,VA,SMYTH COUNTY,601 - ROYAL OAK EAST,0.0,0.0
2273,VA,SMYTH COUNTY,602 - ROYAL OAK WEST,0.0,0.0
2274,VA,SMYTH COUNTY,701 - ADWOLFE,0.0,0.0
2275,VA,SMYTH COUNTY,702 - SUGAR GROVE,226.0,133.0
2276,VA,SMYTH COUNTY,703 - KONNAROCK,0.0,0.0
2277,VA,TAZEWELL COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2278,VA,TAZEWELL COUNTY,## Provisional,0.0,0.0
2279,VA,TAZEWELL COUNTY,101 - ABBS VALLEY,77.0,66.0
2280,VA,TAZEWELL COUNTY,102 - TIP TOP,0.0,0.0
2281,VA,TAZEWELL COUNTY,103 - BOISSEVAIN,0.0,0.0
2282,VA,TAZEWELL COUNTY,104 - FALLS MILLS,0.0,0.0
2283,VA,TAZEWELL COUNTY,106 - POCAHONTAS,63.0,51.0
2284,VA,TAZEWELL COUNTY,107 - AMONATE,35.0,13.0
2285,VA,TAZEWELL COUNTY,109 - BISHOP,62.0,29.0
2286,VA,TAZEWELL COUNTY,110 - ADRIA,0.0,0.0
2287,VA,TAZEWELL COUNTY,111 - GAP STORE,0.0,0.0
2288,VA,TAZEWELL COUNTY,112 - BANDY,0.0,0.0
2289,VA,TAZEWELL COUNTY,203 - BURKES GARDEN,0.0,0.0
2290,VA,TAZEWELL COUNTY,204 - CLEAR FORK,0.0,0.0
2291,VA,TAZEWELL COUNTY,207 - FREESTONE,76.0,31.0
2292,VA,TAZEWELL COUNTY,209 - JEFFERSONVILLE,0.0,0.0
2293,VA,TAZEWELL COUNTY,214 - THOMPSON VALLEY,0.0,0.0
2294,VA,TAZEWELL COUNTY,301 - CEDAR BLUFF,0.0,0.0
2295,VA,TAZEWELL COUNTY,302 - BAPTIST VALLEY,137.0,62.0
2296,VA,TAZEWELL COUNTY,303 - WARDELL,331.0,90.0
2297,VA,TAZEWELL COUNTY,305 - POUNDING MILL,0.0,0.0
2298,VA,TAZEWELL COUNTY,401 - RICHLANDS,0.0,0.0
2299,VA,TAZEWELL COUNTY,402 - JEWELL RIDGE,0.0,0.0
2300,VA,TAZEWELL COUNTY,404 - RAVEN,0.0,0.0
2301,VA,TAZEWELL COUNTY,501 - SPRINGVILLE,0.0,0.0
2302,VA,TAZEWELL COUNTY,502 - GRAHAM,1037.0,336.0
2303,VA,WASHINGTON COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2304,VA,WASHINGTON COUNTY,## Provisional,0.0,0.0
2305,VA,WASHINGTON COUNTY,101 - EAST ABINGDON,716.0,470.0
2306,VA,WASHINGTON COUNTY,102 - WEST ABINGDON,0.0,0.0
2307,VA,WASHINGTON COUNTY,201 - CLINCHBURG,0.0,0.0
2308,VA,WASHINGTON COUNTY,202 - GREENDALE,0.0,0.0
2309,VA,WASHINGTON COUNTY,203 - HAYTERS GAP,154.0,73.0
2310,VA,WASHINGTON COUNTY,204 WOODLAND HILLS,463.0,214.0
2311,VA,WASHINGTON COUNTY,301 - WATAUGA,0.0,0.0
2312,VA,WASHINGTON COUNTY,302 - SOUTH ABINGDON,0.0,0.0
2313,VA,WASHINGTON COUNTY,401 - GLADE SPRING,569.0,296.0
2314,VA,WASHINGTON COUNTY,402 - MEADOWVIEW,0.0,0.0
2315,VA,WASHINGTON COUNTY,501 - RHEA VALLEY,769.0,303.0
2316,VA,WASHINGTON COUNTY,502 - DAMASCUS,0.0,0.0
2317,VA,WASHINGTON COUNTY,504 - GREEN COVE,0.0,0.0
2318,VA,WASHINGTON COUNTY,601 - BURSON PLACE,0.0,0.0
2319,VA,WASHINGTON COUNTY,602 - MENDOTA,0.0,0.0
2320,VA,WASHINGTON COUNTY,603 - VALLEY INSTITUTE,0.0,0.0
2321,VA,WASHINGTON COUNTY,701 - HIGH POINT,0.0,0.0
2322,VA,WASHINGTON COUNTY,702 - WALLACE,257.0,119.0
2323,VA,WASHINGTON COUNTY,703 - JOHN BATTLE,604.0,231.0
2324,VA,WISE COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2325,VA,WISE COUNTY,## Provisional,0.0,0.0
2326,VA,WISE COUNTY,101 - APPALACHIA,237.0,194.0
2327,VA,WISE COUNTY,102 - DORCHESTER,210.0,81.0
2328,VA,WISE COUNTY,103 - GUEST RIVER VOTING PLACE,0.0,0.0
2329,VA,WISE COUNTY,104 - WEST POUND,663.0,247.0
2330,VA,WISE COUNTY,201 - NORTH COEBURN,0.0,0.0
2331,VA,WISE COUNTY,202 - WISE,826.0,324.0
2332,VA,WISE COUNTY,203 - EAST POUND,0.0,0.0
2333,VA,WISE COUNTY,301 - BIG STONE GAP,0.0,0.0
2334,VA,WISE COUNTY,302 - EAST STONE GAP,0.0,0.0
2335,VA,WISE COUNTY,401 - CLINCH VALLEY,0.0,0.0
2336,VA,WISE COUNTY,402 - SOUTH COEBURN,0.0,0.0
2337,VA,WISE COUNTY,403 - ST PAUL,0.0,0.0
2338,VA,WYTHE COUNTY,# AB - Central Absentee Precinct,127.0,112.0
2339,VA,WYTHE COUNTY,## Provisional,1.0,
2340,VA,WYTHE COUNTY,101 - ROYAL OAK,0.0,0.0
2341,VA,WYTHE COUNTY,102 - RURAL RETREAT,0.0,0.0
2342,VA,WYTHE COUNTY,203 - WEST WYTHEVILLE,0.0,0.0
2343,VA,WYTHE COUNTY,303 - EAST WYTHEVILLE,0.0,0.0
2344,VA,WYTHE COUNTY,401 - FORT CHISWELL,447.0,168.0
2345,VA,WYTHE COUNTY,402 - MAX MEADOWS,0.0,0.0
2346,VA,WYTHE COUNTY,501 - JACKSON MEMORIAL,0.0,0.0
2347,VA,WYTHE COUNTY,502 - SHEFFEY,477.0,186.0
2348,VA,WYTHE COUNTY,601 - HUDDLE,192.0,83.0
2349,VA,WYTHE COUNTY,602 - ZION,0.0,0.0
2350,VA,WYTHE COUNTY,603   EVERGREEN,0.0,0.0
2351,VA,CLARKE COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2352,VA,CLARKE COUNTY,## Provisional,0.0,0.0
2353,VA,CLARKE COUNTY,101 - RUSSELL,0.0,0.0
2354,VA,CLARKE COUNTY,201 - BERRYVILLE,0.0,0.0
2355,VA,CLARKE COUNTY,301 - MILLWOOD,0.0,0.0
2356,VA,CLARKE COUNTY,302 - PINE GROVE,0.0,0.0
2357,VA,CLARKE COUNTY,401 - WHITE POST,0.0,0.0
2358,VA,CLARKE COUNTY,501 - BUCKMARSH,407.0,268.0
2359,VA,CLARKE COUNTY,502 - BLUE RIDGE,0.0,0.0
2360,VA,FAIRFAX COUNTY,# AB - Central Absentee Precinct,0.0,0.0
2361,VA,FAIRFAX COUNTY,## Provisional,0.0,0.0
2362,VA,FAIRFAX COUNTY,229 - FOX MILL,995.0,1328.0
2363,VA,FAIRFAX COUNTY,240 - COLVIN,0.0,0.0
2364,VA,FAIRFAX COUNTY,301 - CHAIN BRIDGE,0.0,0.0
2365,VA,FAIRFAX COUNTY,303 - CHURCHILL,0.0,0.0
2366,VA,FAIRFAX COUNTY,304 - COOPER,0.0,0.0
2367,VA,FAIRFAX COUNTY,306 - GREAT FALLS,555.0,505.0
2368,VA,FAIRFAX COUNTY,309 - KENMORE,0.0,0.0
2369,VA,FAIRFAX COUNTY,311 - LANGLEY,502.0,532.0
2370,VA,FAIRFAX COUNTY,314 - MCLEAN,478.0,663.0
2371,VA,FAIRFAX COUNTY,321 - CLEARVIEW,848.0,1152.0
2372,VA,FAIRFAX COUNTY,322 - FORESTVILLE,0.0,0.0
2373,VA,FAIRFAX COUNTY,323 - SHOUSE,0.0,0.0
2374,VA,FAIRFAX COUNTY,327 - SUGARLAND,0.0,0.0
2375,VA,FAIRFAX COUNTY,328 - HICKORY,688.0,747.0
2376,VA,FAIRFAX COUNTY,329 - SENECA,0.0,0.0
2377,VA,FAIRFAX COUNTY,331 - SPRING HILL,0.0,0.0
