STATE,COUNTY,PRECINCT,REP,DEM
VA,CAROLINE COUNTY,# AB - Central Absentee Precinct,167,161
VA,CAROLINE COUNTY,## Provisional,2,1
VA,CAROLINE COUNTY,101 - BOWLING GREEN,431,266
VA,CAROLINE COUNTY,102 - SPARTA,280,246
VA,CAROLINE COUNTY,201 - NORTH MADISON,241,257
VA,CAROLINE COUNTY,202 - SOUTH MADISON,341,321
VA,CAROLINE COUNTY,301 - PORT ROYAL,190,152
VA,CAROLINE COUNTY,302 - WOODFORD,361,416
VA,CAROLINE COUNTY,401 - DAWN,351,691
VA,CAROLINE COUNTY,402 - CARMEL CHURCH,107,247
VA,CAROLINE COUNTY,501 - WEST MATTAPONI,268,391
VA,CAROLINE COUNTY,502 - MILFORD,270,263
VA,CAROLINE COUNTY,601 - CHILESBURG,275,290
VA,CAROLINE COUNTY,602 - LAKE,233,177
VA,ESSEX COUNTY,# AB - Central Absentee Precinct,90,102
VA,ESSEX COUNTY,## Provisional,NA,2
VA,ESSEX COUNTY,101 - GREATER TAPPAHANNOCK,343,294
VA,ESSEX COUNTY,201 - NORTH,219,429
VA,ESSEX COUNTY,301 - SOUTH,488,287
VA,ESSEX COUNTY,401 - CENTRAL,405,305
VA,FAUQUIER COUNTY,# AB - Central Absentee Precinct,84,32
VA,FAUQUIER COUNTY,## Provisional,0,2
VA,FAUQUIER COUNTY,102 - CATLETT,831,292
VA,FAUQUIER COUNTY,104 - LOIS,366,127
VA,FAUQUIER COUNTY,301 - MORRISVILLE,538,225
VA,FAUQUIER COUNTY,303 - BEALETON,680,336
VA,FREDERICKSBURG CITY,# AB - Central Absentee Precinct,131,199
VA,FREDERICKSBURG CITY,## Provisional,5,6
VA,FREDERICKSBURG CITY,101 - PRECINCT 1 - DISTRICT ONE,652,702
VA,FREDERICKSBURG CITY,201 - PRECINCT 1 - DISTRICT TWO,550,949
VA,FREDERICKSBURG CITY,301 - PRECINCT 1 - DISTRICT THREE,573,692
VA,FREDERICKSBURG CITY,401 - PRECINCT 1 - DISTRICT FOUR,168,560
VA,FREDERICKSBURG CITY,402 - PRECINCT 2 - DISTRICT FOUR,132,233
VA,GLOUCESTER COUNTY,# AB - Central Absentee Precinct,272,155
VA,GLOUCESTER COUNTY,## Provisional,1,3
VA,GLOUCESTER COUNTY,101 - HARCUM,507,260
VA,GLOUCESTER COUNTY,102 - SALEM,468,213
VA,GLOUCESTER COUNTY,103 - PEASLEY,309,139
VA,GLOUCESTER COUNTY,201 - COURTHOUSE,540,357
VA,GLOUCESTER COUNTY,202 - BOTETOURT,758,431
VA,GLOUCESTER COUNTY,301 - WHITE MARSH,611,315
VA,GLOUCESTER COUNTY,302 - ROANES,762,377
VA,GLOUCESTER COUNTY,401 - HAYES,611,354
VA,GLOUCESTER COUNTY,402 - SARAHS CREEK,586,389
VA,GLOUCESTER COUNTY,501 - ACHILLES,982,412
VA,GLOUCESTER COUNTY,502 - WALKER,581,324
VA,JAMES CITY COUNTY,# AB - Central Absentee Precinct,1307,932
VA,JAMES CITY COUNTY,## Provisional,9,11
VA,JAMES CITY COUNTY,101 - BERKELEY A,1092,986
VA,JAMES CITY COUNTY,102 - BERKELEY B,544,497
VA,JAMES CITY COUNTY,103 - BERKELEY C,1423,784
VA,JAMES CITY COUNTY,201 - JAMESTOWN A,200,258
VA,JAMES CITY COUNTY,202 - JAMESTOWN B,592,683
VA,JAMES CITY COUNTY,203 - JAMESTOWN C,664,490
VA,JAMES CITY COUNTY,204 - JAMESTOWN D,1188,812
VA,JAMES CITY COUNTY,301 - POWHATAN A,1100,786
VA,JAMES CITY COUNTY,302 - POWHATAN B,221,257
VA,JAMES CITY COUNTY,303 - POWHATAN C,405,218
VA,JAMES CITY COUNTY,304 - POWHATAN D,596,714
VA,JAMES CITY COUNTY,401 - STONEHOUSE A,783,507
VA,JAMES CITY COUNTY,402 - STONEHOUSE B,1099,914
VA,JAMES CITY COUNTY,403 - STONEHOUSE C,955,614
VA,JAMES CITY COUNTY,501 - ROBERTS A,169,436
VA,JAMES CITY COUNTY,502 - ROBERTS B,1200,734
VA,JAMES CITY COUNTY,503 - ROBERTS C,59,147
VA,JAMES CITY COUNTY,504 - ROBERTS D,797,797
VA,KING & QUEEN COUNTY,# AB - Central Absentee Precinct,46,57
VA,KING & QUEEN COUNTY,## Provisional,NA,1
VA,KING & QUEEN COUNTY,101 - OWENTON,129,221
VA,KING & QUEEN COUNTY,201 - CLARKS,245,180
VA,KING & QUEEN COUNTY,301 - SHACKLEFORDS,214,188
VA,KING & QUEEN COUNTY,401 - COURTHOUSE,201,241
VA,KING & QUEEN COUNTY,501 - OLDMILL,232,124
VA,KING GEORGE COUNTY,# AB - Central Absentee Precinct,231,147
VA,KING GEORGE COUNTY,## Provisional,8,5
VA,KING GEORGE COUNTY,101 - COURTHOUSE,702,375
VA,KING GEORGE COUNTY,102 - PASSAPATANZY,349,215
VA,KING GEORGE COUNTY,201 - MONROE,1102,521
VA,KING GEORGE COUNTY,301 - DAHLGREN,840,633
VA,KING GEORGE COUNTY,401 - SHILOH,916,564
VA,KING WILLIAM COUNTY,# AB - Central Absentee Precinct,86,60
VA,KING WILLIAM COUNTY,## Provisional,2,1
VA,KING WILLIAM COUNTY,101 - WEST POINT,609,389
VA,KING WILLIAM COUNTY,201 - SWEET HALL,213,102
VA,KING WILLIAM COUNTY,202 - COURTHOUSE,320,298
VA,KING WILLIAM COUNTY,301 - AYLETT,660,248
VA,KING WILLIAM COUNTY,401 - MANQUIN,659,289
VA,KING WILLIAM COUNTY,501 - MANGOHICK,619,410
VA,LANCASTER COUNTY,# AB - Central Absentee Precinct,210,148
VA,LANCASTER COUNTY,## Provisional,0,2
VA,LANCASTER COUNTY,101 - PRECINCT 1-1,514,335
VA,LANCASTER COUNTY,201 - PRECINCT 2-1,298,373
VA,LANCASTER COUNTY,301 - PRECINCT 3-1,453,227
VA,LANCASTER COUNTY,302 - PRECINCT 3-2,193,102
VA,LANCASTER COUNTY,401 - PRECINCT 4-1,252,397
VA,LANCASTER COUNTY,501 - PRECINCT 5-1,653,340
VA,MATHEWS COUNTY,# AB - Central Absentee Precinct,229,148
VA,MATHEWS COUNTY,## Provisional,2,2
VA,MATHEWS COUNTY,001 - CHESAPEAKE,455,207
VA,MATHEWS COUNTY,002 - WESTVILLE,679,398
VA,MATHEWS COUNTY,003 - PIANKATANK,776,453
VA,MIDDLESEX COUNTY,# AB - Central Absentee Precinct,135,87
VA,MIDDLESEX COUNTY,## Provisional,2,3
VA,MIDDLESEX COUNTY,101 - SALUDA,147,109
VA,MIDDLESEX COUNTY,102 - URBANNA,299,176
VA,MIDDLESEX COUNTY,201 - NEW MARKET,594,225
VA,MIDDLESEX COUNTY,301 - WATERVIEW,136,131
VA,MIDDLESEX COUNTY,302 - CHURCH VIEW,152,175
VA,MIDDLESEX COUNTY,401- HARMONY VILLAGE,335,270
VA,MIDDLESEX COUNTY,501 - WILTON,504,251
VA,NEWPORT NEWS CITY,# AB - Central Absentee Precinct,10,17
VA,NEWPORT NEWS CITY,## Provisional,0,1
VA,NEWPORT NEWS CITY,110 - GREENWOOD,234,757
VA,NEWPORT NEWS CITY,211 - PALMER,30,51
VA,NEWPORT NEWS CITY,218 - KILN CREEK,11,19
VA,NORTHUMBERLAND COUNTY,# AB - Central Absentee Precinct,227,142
VA,NORTHUMBERLAND COUNTY,## Provisional,2,4
VA,NORTHUMBERLAND COUNTY,101 - 1A,414,309
VA,NORTHUMBERLAND COUNTY,201 - 2A,552,320
VA,NORTHUMBERLAND COUNTY,301 - 3A,158,311
VA,NORTHUMBERLAND COUNTY,302 - 3B,54,186
VA,NORTHUMBERLAND COUNTY,401 - 4A,784,433
VA,NORTHUMBERLAND COUNTY,501 - 5A,748,384
VA,POQUOSON CITY,# AB - Central Absentee Precinct,183,63
VA,POQUOSON CITY,## Provisional,1,0
VA,POQUOSON CITY,001 - CENTRAL,884,305
VA,POQUOSON CITY,002 - EASTERN,989,324
VA,POQUOSON CITY,003 - WESTERN,1071,385
VA,PRINCE WILLIAM COUNTY,# AB - Central Absentee Precinct,1322,1113
VA,PRINCE WILLIAM COUNTY,## Provisional,3,9
VA,PRINCE WILLIAM COUNTY,101 - BRENTSVILLE,771,259
VA,PRINCE WILLIAM COUNTY,102 - CEDAR POINT,892,628
VA,PRINCE WILLIAM COUNTY,103 - GLENKIRK,665,444
VA,PRINCE WILLIAM COUNTY,104 - NOKESVILLE,723,317
VA,PRINCE WILLIAM COUNTY,105 - LIMESTONE,761,579
VA,PRINCE WILLIAM COUNTY,106 - WESTGATE,191,331
VA,PRINCE WILLIAM COUNTY,107 - MARSTELLER,875,765
VA,PRINCE WILLIAM COUNTY,108 - VICTORY,765,654
VA,PRINCE WILLIAM COUNTY,109 - PINEY BRANCH,453,465
VA,PRINCE WILLIAM COUNTY,110 - BUCKLAND MILLS,196,117
VA,PRINCE WILLIAM COUNTY,111 - BRISTOW RUN,912,682
VA,PRINCE WILLIAM COUNTY,112 - BURKE-NICKENS,28,20
VA,PRINCE WILLIAM COUNTY,202 - MARSHALL,881,519
VA,PRINCE WILLIAM COUNTY,203 - BENNETT,778,537
VA,PRINCE WILLIAM COUNTY,204 - ELLIS,474,412
VA,PRINCE WILLIAM COUNTY,206 - COLES,629,400
VA,PRINCE WILLIAM COUNTY,207 - SPRIGGS,559,670
VA,PRINCE WILLIAM COUNTY,208 - HYLTON,612,305
VA,PRINCE WILLIAM COUNTY,209 - INDEPENDENT HILL,619,284
VA,PRINCE WILLIAM COUNTY,210 - PENN,694,457
VA,PRINCE WILLIAM COUNTY,213 - SARATOGA,207,338
VA,PRINCE WILLIAM COUNTY,214 - LUCASVILLE,503,253
VA,PRINCE WILLIAM COUNTY,304 - QUANTICO,66,54
VA,PRINCE WILLIAM COUNTY,305 - PATTIE,597,539
VA,PRINCE WILLIAM COUNTY,306 - WASHINGTON-REID,679,683
VA,PRINCE WILLIAM COUNTY,307 - HENDERSON,617,518
VA,PRINCE WILLIAM COUNTY,308 - MONTCLAIR,421,334
VA,PRINCE WILLIAM COUNTY,309 - ASHLAND ,445,426
VA,PRINCE WILLIAM COUNTY,310 - FOREST PARK,334,554
VA,PRINCE WILLIAM COUNTY,312 - TRIANGLE ,78,120
VA,PRINCE WILLIAM COUNTY,313 - CARDINAL,288,382
VA,PRINCE WILLIAM COUNTY,314 - CABIN BRANCH,384,423
VA,PRINCE WILLIAM COUNTY,404 - BEN LOMOND,319,459
VA,PRINCE WILLIAM COUNTY,405 - STONEWALL,433,594
VA,PRINCE WILLIAM COUNTY,408 - SUDLEY,386,315
VA,PRINCE WILLIAM COUNTY,411 - MULLEN,222,474
VA,PRINCE WILLIAM COUNTY,501 - LAKE RIDGE,468,548
VA,PRINCE WILLIAM COUNTY,505 - MOHICAN,586,589
VA,PRINCE WILLIAM COUNTY,508 - SPRINGWOODS,254,431
VA,PRINCE WILLIAM COUNTY,509 - MC COART,804,675
VA,PRINCE WILLIAM COUNTY,511 - WESTRIDGE,561,551
VA,PRINCE WILLIAM COUNTY,609 - KING,0,0
VA,RICHMOND COUNTY,# AB - Central Absentee Precinct,47,26
VA,RICHMOND COUNTY,## Provisional,0,1
VA,RICHMOND COUNTY,101 - PRECINCT 1-1,152,295
VA,RICHMOND COUNTY,201 - PRECINCT 2-1,244,94
VA,RICHMOND COUNTY,301 - PRECINCT 3-1,242,152
VA,RICHMOND COUNTY,401 - PRECINCT 4-1,230,143
VA,RICHMOND COUNTY,501 - PRECINCT 5-1,279,133
VA,SPOTSYLVANIA COUNTY,# AB - Central Absentee Precinct,301,209
VA,SPOTSYLVANIA COUNTY,104 - MASSAPONAX,1,0
VA,SPOTSYLVANIA COUNTY,301 - PLANK ROAD,791,490
VA,SPOTSYLVANIA COUNTY,302 - HAZEL RUN,829,596
VA,SPOTSYLVANIA COUNTY,303 - RIVERBEND,1092,592
VA,SPOTSYLVANIA COUNTY,401 - SUMMIT,695,538
VA,SPOTSYLVANIA COUNTY,402 - PARKSIDE,391,269
VA,SPOTSYLVANIA COUNTY,403 - LEE HILL,130,115
VA,SPOTSYLVANIA COUNTY,701 - BATTLEFIELD,606,458
VA,SPOTSYLVANIA COUNTY,702 - BRENTS MILL,378,255
VA,STAFFORD COUNTY,# AB - Central Absentee Precinct,850,645
VA,STAFFORD COUNTY,## Provisional,8,9
VA,STAFFORD COUNTY,101 - HARTWOOD,1359,534
VA,STAFFORD COUNTY,102 - ROCKY RUN,519,429
VA,STAFFORD COUNTY,103 - SIMPSON,680,357
VA,STAFFORD COUNTY,104 - COLLEGE,888,520
VA,STAFFORD COUNTY,201 - ROCK HILL,683,413
VA,STAFFORD COUNTY,202 - ROSEVILLE,862,566
VA,STAFFORD COUNTY,203 - RUBY,712,248
VA,STAFFORD COUNTY,204 - STEFANIGA,1020,561
VA,STAFFORD COUNTY,301 - GRIFFIS,313,408
VA,STAFFORD COUNTY,302 - WIDEWATER,566,600
VA,STAFFORD COUNTY,303 - HARBOUR,591,319
VA,STAFFORD COUNTY,304 - BARRETT,259,265
VA,STAFFORD COUNTY,401 - AQUIA,136,199
VA,STAFFORD COUNTY,402 - COURTHOUSE,646,786
VA,STAFFORD COUNTY,403 - BROOKE,983,548
VA,STAFFORD COUNTY,404 - GOVERNMENT ISLAND,748,427
VA,STAFFORD COUNTY,501 - GRAFTON,1048,572
VA,STAFFORD COUNTY,502 - FALMOUTH,711,515
VA,STAFFORD COUNTY,503 - DREW,576,380
VA,STAFFORD COUNTY,504 - GAYLE,546,582
VA,STAFFORD COUNTY,601 - FERRY FARM,785,429
VA,STAFFORD COUNTY,602 - CHATHAM,796,563
VA,STAFFORD COUNTY,603 - WHITE OAK,900,424
VA,STAFFORD COUNTY,604 - ENGLAND RUN,171,248
VA,STAFFORD COUNTY,701 - WOODLANDS,893,683
VA,STAFFORD COUNTY,702 - WHITSON,544,522
VA,STAFFORD COUNTY,703 - HAMPTON,997,684
VA,WESTMORELAND COUNTY,# AB - Central Absentee Precinct,205,189
VA,WESTMORELAND COUNTY,## Provisional,NA,3
VA,WESTMORELAND COUNTY,101 - PRECINCT 1-1,177,382
VA,WESTMORELAND COUNTY,102 - PRECINCT 1-2,122,171
VA,WESTMORELAND COUNTY,201 - PRECINCT 2-1,501,465
VA,WESTMORELAND COUNTY,301 - PRECINCT 3-1,370,337
VA,WESTMORELAND COUNTY,401 - PRECINCT 4-1,508,253
VA,WESTMORELAND COUNTY,501 - PRECINCT 5-1,455,417
VA,WILLIAMSBURG CITY,# AB - Central Absentee Precinct,126,184
VA,WILLIAMSBURG CITY,001 - STRYKER,613,1121
VA,WILLIAMSBURG CITY,002 - MATOAKA,621,1161
VA,YORK COUNTY,# AB - Central Absentee Precinct,569,377
VA,YORK COUNTY,## Provisional,2,3
VA,YORK COUNTY,101 - QUEENS LAKE,641,564
VA,YORK COUNTY,102 - WALLER MILL,728,548
VA,YORK COUNTY,103 - MAGRUDER,562,924
VA,YORK COUNTY,201 - COVENTRY,1075,754
VA,YORK COUNTY,202 - KILN CREEK,556,379
VA,YORK COUNTY,301 - SEAFORD,1331,479
VA,YORK COUNTY,302 - YORKTOWN,814,565
VA,YORK COUNTY,303 - EDGEHILL,652,585
VA,YORK COUNTY,401 - HARWOODS MILL,1161,578
VA,YORK COUNTY,402 - DARE,1239,530
VA,YORK COUNTY,403 - GRAFTON,514,315
VA,YORK COUNTY,501 - TABB,1293,689
VA,YORK COUNTY,502 - BETHEL,1004,684
VA,ACCOMACK COUNTY,# AB - Central Absentee Precinct,217,243
VA,ACCOMACK COUNTY,101 - CHINCOTEAGUE,769,353
VA,ACCOMACK COUNTY,201 - ATLANTIC,351,148
VA,ACCOMACK COUNTY,202 - GREENBACKVILLE,389,174
VA,ACCOMACK COUNTY,301 - NEW CHURCH,325,337
VA,ACCOMACK COUNTY,401 - BLOXOM,201,83
VA,ACCOMACK COUNTY,402 - PARKSLEY,332,151
VA,ACCOMACK COUNTY,403 - SAXIS,79,32
VA,ACCOMACK COUNTY,501 - MAPPSVILLE,142,203
VA,ACCOMACK COUNTY,502 - RUE,72,227
VA,ACCOMACK COUNTY,601 - ACCOMAC,428,321
VA,ACCOMACK COUNTY,602 - TANGIER,144,36
VA,ACCOMACK COUNTY,701 - ONANCOCK,495,416
VA,ACCOMACK COUNTY,702 - ONLEY,203,206
VA,ACCOMACK COUNTY,801 - BOBTOWN,274,152
VA,ACCOMACK COUNTY,802 - MELFA,215,271
VA,ACCOMACK COUNTY,803 - WACHAPREAGUE,225,115
VA,ACCOMACK COUNTY,901 - PAINTER,398,669
VA,HAMPTON CITY,# AB - Central Absentee Precinct,152,178
VA,HAMPTON CITY,## Provisional,3,0
VA,HAMPTON CITY,201 - BOOKER,662,650
VA,HAMPTON CITY,202 - BRYAN,546,680
VA,HAMPTON CITY,203 - BURBANK,316,526
VA,HAMPTON CITY,205 - ASBURY,1066,790
VA,HAMPTON CITY,209 - LANGLEY,484,587
VA,HAMPTON CITY,210 - MACHEN,398,1197
VA,HAMPTON CITY,213 - PHILLIPS,923,921
VA,HAMPTON CITY,216 - SANDY BOTTOM,291,547
VA,HAMPTON CITY,217 - SYMS,330,319
VA,NEWPORT NEWS CITY,# AB - Central Absentee Precinct,331,325
VA,NEWPORT NEWS CITY,## Provisional,3,4
VA,NEWPORT NEWS CITY,105 - OYSTER POINT,122,160
VA,NEWPORT NEWS CITY,107 - RICHNECK,561,908
VA,NEWPORT NEWS CITY,109 - WINDSOR,273,425
VA,NEWPORT NEWS CITY,202 - BOULEVARD,493,429
VA,NEWPORT NEWS CITY,203 - CHARLES,809,765
VA,NEWPORT NEWS CITY,204 - WELLESLEY,312,387
VA,NEWPORT NEWS CITY,205 - DEEP CREEK,819,504
VA,NEWPORT NEWS CITY,208 - HIDENWOOD,536,373
VA,NEWPORT NEWS CITY,209 - HILTON,548,512
VA,NEWPORT NEWS CITY,210 - NELSON,867,858
VA,NEWPORT NEWS CITY,211 - PALMER,366,541
VA,NEWPORT NEWS CITY,212 - RIVERSIDE,459,343
VA,NEWPORT NEWS CITY,213 - SANFORD,360,204
VA,NEWPORT NEWS CITY,215 - WARWICK,264,339
VA,NEWPORT NEWS CITY,216 - YATES,462,361
VA,NEWPORT NEWS CITY,217 - RIVERVIEW,605,535
VA,NEWPORT NEWS CITY,218 - KILN CREEK,777,999
VA,NEWPORT NEWS CITY,219 - DEER PARK,397,675
VA,NEWPORT NEWS CITY,315 - SEDGEFIELD,355,393
VA,NEWPORT NEWS CITY,319 - SAUNDERS,590,635
VA,NEWPORT NEWS CITY,320 - WATKINS,826,654
VA,NORFOLK CITY,# AB - Central Absentee Precinct,220,313
VA,NORFOLK CITY,## Provisional,3,5
VA,NORFOLK CITY,102 - OCEAN VIEW SCHOOL,236,308
VA,NORFOLK CITY,103 - NORTHSIDE,400,411
VA,NORFOLK CITY,106 - SECOND PRESBYTERIAN,488,730
VA,NORFOLK CITY,201 - LARCHMONT SCHOOL,624,831
VA,NORFOLK CITY,208 - LARCHMONT LIBRARY,207,294
VA,NORFOLK CITY,215 - SUBURBAN PARK,389,511
VA,NORFOLK CITY,218 - WILLARD,664,871
VA,NORFOLK CITY,406 - BARRON BLACK,269,418
VA,NORFOLK CITY,408 - EASTON,361,507
VA,NORFOLK CITY,409 - FAIRLAWN,281,400
VA,NORFOLK CITY,501 - BAYVIEW,518,512
VA,NORFOLK CITY,503 - EAST OCEAN VIEW,432,533
VA,NORFOLK CITY,504 - LARRYMORE,386,548
VA,NORFOLK CITY,505 - LITTLE CREEK,271,301
VA,NORFOLK CITY,506 - OCEAN VIEW CENTER,370,640
VA,NORFOLK CITY,507 - PRETLOW,370,498
VA,NORFOLK CITY,509 - TARRALLTON,566,446
VA,NORFOLK CITY,510 - THIRD PRESBYTERIAN,569,510
VA,NORFOLK CITY,511 - CROSSROADS,450,453
VA,NORFOLK CITY,512 - AZALEA GARDENS,294,301
VA,NORTHAMPTON COUNTY,# AB - Central Absentee Precinct,112,114
VA,NORTHAMPTON COUNTY,## Provisional,2,2
VA,NORTHAMPTON COUNTY,101 - PRECINCT 1-1,385,389
VA,NORTHAMPTON COUNTY,201 - PRECINCT 2-1,158,375
VA,NORTHAMPTON COUNTY,301 - PRECINCT 3-1,199,380
VA,NORTHAMPTON COUNTY,401 - PRECINCT 4-1,322,344
VA,NORTHAMPTON COUNTY,501 - PRECINCT 5-1,375,286
VA,VIRGINIA BEACH CITY,# AB - Central Absentee Precinct,2465,2226
VA,VIRGINIA BEACH CITY,## Provisional,42,33
VA,VIRGINIA BEACH CITY,001 - NORTH BEACH,1026,642
VA,VIRGINIA BEACH CITY,002 - SOUTH BEACH,481,431
VA,VIRGINIA BEACH CITY,003 - OCEAN LAKES,749,590
VA,VIRGINIA BEACH CITY,004 - LINKHORN,781,488
VA,VIRGINIA BEACH CITY,005 - SEATACK,312,526
VA,VIRGINIA BEACH CITY,006 - ALANTON,929,613
VA,VIRGINIA BEACH CITY,007 - KINGSTON,639,364
VA,VIRGINIA BEACH CITY,008 - LONDON BRIDGE,590,514
VA,VIRGINIA BEACH CITY,009 - TRANTWOOD,843,528
VA,VIRGINIA BEACH CITY,010 - GREAT NECK,1086,529
VA,VIRGINIA BEACH CITY,011 - CAPE HENRY,819,810
VA,VIRGINIA BEACH CITY,012 - PLAZA,437,583
VA,VIRGINIA BEACH CITY,013 - MT TRASHMORE,717,625
VA,VIRGINIA BEACH CITY,014 - MALIBU,578,542
VA,VIRGINIA BEACH CITY,015 - OLD DONATION,374,337
VA,VIRGINIA BEACH CITY,016 - ARAGONA,618,620
VA,VIRGINIA BEACH CITY,017 - OCEAN PARK,525,403
VA,VIRGINIA BEACH CITY,018 - THOROUGHGOOD,875,658
VA,VIRGINIA BEACH CITY,019 - LAKE SMITH,423,279
VA,VIRGINIA BEACH CITY,020 - BAYSIDE,456,376
VA,VIRGINIA BEACH CITY,021 - DAVIS CORNER,271,884
VA,VIRGINIA BEACH CITY,022 - POINT O VIEW,564,386
VA,VIRGINIA BEACH CITY,023 - ARROWHEAD,662,440
VA,VIRGINIA BEACH CITY,024 - LARKSPUR,448,400
VA,VIRGINIA BEACH CITY,025 - AVALON,806,685
VA,VIRGINIA BEACH CITY,026 - FAIRFIELD,656,507
VA,VIRGINIA BEACH CITY,027 - EDWIN,764,610
VA,VIRGINIA BEACH CITY,028 - THALIA,532,373
VA,VIRGINIA BEACH CITY,029 - HOLLAND,315,532
VA,VIRGINIA BEACH CITY,030 - RED WING,716,432
VA,VIRGINIA BEACH CITY,031 - SIGMA,1171,566
VA,VIRGINIA BEACH CITY,032 - CREEDS,419,203
VA,VIRGINIA BEACH CITY,033 - CAPPS SHOP,496,217
VA,VIRGINIA BEACH CITY,034 - BLACKWATER,264,130
VA,VIRGINIA BEACH CITY,035 - COURTHOUSE,907,517
VA,VIRGINIA BEACH CITY,036 - WINDSOR OAKS,538,702
VA,VIRGINIA BEACH CITY,037 - CHESAPEAKE BEACH,375,316
VA,VIRGINIA BEACH CITY,038 - WITCHDUCK,1051,693
VA,VIRGINIA BEACH CITY,039 - PEMBROKE,590,547
VA,VIRGINIA BEACH CITY,040 - BONNEY,375,327
VA,VIRGINIA BEACH CITY,041 - COLLEGE PARK,369,977
VA,VIRGINIA BEACH CITY,042 - BRANDON,531,547
VA,VIRGINIA BEACH CITY,043 - BELLAMY,319,495
VA,VIRGINIA BEACH CITY,044 - CENTERVILLE,682,551
VA,VIRGINIA BEACH CITY,045 - TIMBERLAKE,257,544
VA,VIRGINIA BEACH CITY,046 - GREEN RUN,291,535
VA,VIRGINIA BEACH CITY,047 - KINGS GRANT,1085,575
VA,VIRGINIA BEACH CITY,048 - WOLFSNARE,777,520
VA,VIRGINIA BEACH CITY,049 - LYNNHAVEN,841,554
VA,VIRGINIA BEACH CITY,050 - OCEANA,149,290
VA,VIRGINIA BEACH CITY,051 - STRATFORD CHASE,575,470
VA,VIRGINIA BEACH CITY,052 - HOMESTEAD,780,690
VA,VIRGINIA BEACH CITY,053 - SHANNON,575,453
VA,VIRGINIA BEACH CITY,054 - CROMWELL,342,409
VA,VIRGINIA BEACH CITY,055 - MAGIC HOLLOW,303,530
VA,VIRGINIA BEACH CITY,056 - EDINBURGH,361,268
VA,VIRGINIA BEACH CITY,057 - SHERRY PARK,428,283
VA,VIRGINIA BEACH CITY,058 - GLENWOOD,520,540
VA,VIRGINIA BEACH CITY,059 - SHELTON PARK,405,336
VA,VIRGINIA BEACH CITY,060 - FOXFIRE,879,521
VA,VIRGINIA BEACH CITY,061 - BAKER,71,616
VA,VIRGINIA BEACH CITY,062 - LANDSTOWN,673,546
VA,VIRGINIA BEACH CITY,063 - CULVER,748,559
VA,VIRGINIA BEACH CITY,064 - ROSEMONT FOREST,653,667
VA,VIRGINIA BEACH CITY,065 - COLONIAL,496,500
VA,VIRGINIA BEACH CITY,066 - HUNT,620,404
VA,VIRGINIA BEACH CITY,067 - EASTERN SHORE,431,516
VA,VIRGINIA BEACH CITY,068 - MANOR,684,515
VA,VIRGINIA BEACH CITY,069 - SHELL,233,601
VA,VIRGINIA BEACH CITY,070 - CORPORATE LANDING,491,423
VA,VIRGINIA BEACH CITY,071 - ROUND HILL,531,898
VA,VIRGINIA BEACH CITY,072 - RUDEE,630,449
VA,VIRGINIA BEACH CITY,073 - DAHLIA,446,771
VA,VIRGINIA BEACH CITY,074 - BUCKNER,260,459
VA,VIRGINIA BEACH CITY,075 - COLONY,878,584
VA,VIRGINIA BEACH CITY,076 - VILLAGE,234,433
VA,VIRGINIA BEACH CITY,077 - BROOKWOOD,423,439
VA,VIRGINIA BEACH CITY,078 - INDIAN LAKES,434,476
VA,VIRGINIA BEACH CITY,079 - PLEASANT HALL,249,452
VA,VIRGINIA BEACH CITY,080 - CHIMNEY HILL,227,513
VA,VIRGINIA BEACH CITY,081 - ROCK LAKE,411,577
VA,VIRGINIA BEACH CITY,082 - SHELBURNE,542,342
VA,VIRGINIA BEACH CITY,083 - STRAWBRIDGE,683,481
VA,VIRGINIA BEACH CITY,084 - TALLWOOD,398,530
VA,VIRGINIA BEACH CITY,085 - UPTON,815,559
VA,VIRGINIA BEACH CITY,086 - HAYGOOD,685,569
VA,VIRGINIA BEACH CITY,087 - HILLCREST,577,453
VA,VIRGINIA BEACH CITY,088 - NORTH LANDING,510,308
VA,VIRGINIA BEACH CITY,089 - LAKE CHRISTOPHER,641,522
VA,VIRGINIA BEACH CITY,090 - LAKE JOYCE,426,314
VA,VIRGINIA BEACH CITY,091 - LEXINGTON,352,490
VA,VIRGINIA BEACH CITY,092 - LITTLE NECK,606,364
VA,VIRGINIA BEACH CITY,093 - NEWTOWN,59,396
VA,VIRGINIA BEACH CITY,094 - PINEWOOD,331,220
VA,CHARLES CITY COUNTY,# AB - Central Absentee Precinct,56,129
VA,CHARLES CITY COUNTY,101 - PRECINCT 1-1,301,433
VA,CHARLES CITY COUNTY,201 - PRECINCT 2-1,196,478
VA,CHARLES CITY COUNTY,301 - PRECINCT 3-1,281,553
VA,HAMPTON CITY,# AB - Central Absentee Precinct,126,454
VA,HAMPTON CITY,## Provisional,4,25
VA,HAMPTON CITY,101 - ABERDEEN,135,853
VA,HAMPTON CITY,102 - BASSETTE,47,1087
VA,HAMPTON CITY,103 - CITY HALL,86,492
VA,HAMPTON CITY,104 - COOPER,164,1149
VA,HAMPTON CITY,105 - EAST HAMPTON,162,391
VA,HAMPTON CITY,106 - ARMSTRONG,439,772
VA,HAMPTON CITY,107 - LINDSAY,168,925
VA,HAMPTON CITY,108 - THOMAS,132,1075
VA,HAMPTON CITY,109 - PHENIX,56,1195
VA,HAMPTON CITY,110 - PHOEBUS,120,194
VA,HAMPTON CITY,111 - HAMPTON LIBRARY,206,293
